"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63769750","2025-01-15T00:26:57.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11229","17 EBONY COURT","EBONY COURT","FLORENCE AVENUE","EVERETT AVENUE","FLORENCE AVENUE","EVERETT AVENUE","ADDRESS","BROOKLYN","EBONY COURT",,"In Progress",,,"2025-01-15T00:52:37.000","15 BROOKLYN","3089250420","BROOKLYN","1004508","154803","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.59155150973062","-73.92705913897609","
,  
(40.59155150973062, -73.92705913897609)"
"63761270","2025-01-15T00:26:55.000",,"DSNY","Department of Sanitation","Litter Basket Request","New Basket","Sidewalk","11364","59 AVENUE","59 AVENUE","59 AVENUE","224 STREET","59 AVENUE","224 STREET","INTERSECTION",,,,"In Progress",,,,"11 QUEENS",,"QUEENS","1052373","212997","ONLINE","Unspecified","QUEENS",,,,,,,,"40.751041694065584","-73.75412910435367","
,  
(40.751041694065584, -73.75412910435367)"
"63762770","2025-01-15T00:25:40.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11358","45-55 165 STREET","165 STREET","45 AVENUE","46 AVENUE","45 AVENUE","46 AVENUE","ADDRESS","FLUSHING","165 STREET",,"In Progress",,,,"07 QUEENS","4054440015","QUEENS","1039132","214201","PHONE","Unspecified","QUEENS",,,,,,,,"40.75443845604341","-73.80190877726866","
,  
(40.75443845604341, -73.80190877726866)"
"63763417","2025-01-15T00:24:46.000",,"DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10002","15 PIKE STREET","PIKE STREET","EAST BROADWAY","HENRY STREET","EAST BROADWAY","HENRY STREET","ADDRESS","NEW YORK","PIKE STREET",,"In Progress",,,,"03 MANHATTAN","1002830045","MANHATTAN","986320","199212","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.71346742366748","-73.99253313595842","
,  
(40.71346742366748, -73.99253313595842)"
"63764054","2025-01-15T00:23:16.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10027","60 WEST  125 STREET","WEST  125 STREET","5 AVENUE","LENOX AVENUE","5 AVENUE","LENOX AVENUE","ADDRESS","NEW YORK","WEST  125 STREET",,"In Progress",,,"2025-01-15T01:27:06.000","10 MANHATTAN","1017227502","MANHATTAN","999650","233401","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.80729427092877","-73.94437110611076","
,  
(40.80729427092877, -73.94437110611076)"
"63767062","2025-01-15T00:22:32.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Crosswalk","Street/Sidewalk","11378","59-39 69 PLACE","69 PLACE","59 ROAD","59 DRIVE","59 ROAD","59 DRIVE","ADDRESS","MASPETH","69 PLACE",,"In Progress",,,"2025-01-15T01:47:18.000","05 QUEENS","4028310053","QUEENS","1014212","202693","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72297143399044","-73.89190621190176","
,  
(40.72297143399044, -73.89190621190176)"
"63760208","2025-01-15T00:20:45.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10468","2955 GRAND CONCOURSE","GRAND CONCOURSE","BEDFORD PARK BOULEVARD","EAST  201 STREET","BEDFORD PARK BOULEVARD","EAST  201 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"In Progress",,,"2025-01-15T01:07:48.000","07 BRONX","2033100081","BRONX","1015354","257178","ONLINE","Unspecified","BRONX",,,,,,,,"40.87251382811215","-73.88753385727848","
,  
(40.87251382811215, -73.88753385727848)"
"63761552","2025-01-15T00:20:35.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11214","1757 77 STREET","77 STREET","17 AVENUE","18 AVENUE","17 AVENUE","18 AVENUE","ADDRESS","BROOKLYN","77 STREET",,"In Progress",,,,"11 BROOKLYN","3062370062","BROOKLYN","984736","162564","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61287701441491","-73.99824955183837","
,  
(40.61287701441491, -73.99824955183837)"
"63764139","2025-01-15T00:20:34.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11225","580 EMPIRE BOULEVARD","EMPIRE BOULEVARD","LAMONT COURT","KINGSTON AVENUE","LAMONT COURT","KINGSTON AVENUE","ADDRESS","BROOKLYN","EMPIRE BOULEVARD",,"In Progress",,,"2025-01-15T02:19:40.000","09 BROOKLYN","3013250022","BROOKLYN","1000033","181220","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66406969404813","-73.9431100244629","
,  
(40.66406969404813, -73.9431100244629)"
"63769439","2025-01-15T00:18:23.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11208","313 MONTAUK AVENUE","MONTAUK AVENUE","SUTTER AVENUE","BLAKE AVENUE","SUTTER AVENUE","BLAKE AVENUE","ADDRESS","BROOKLYN","MONTAUK AVENUE",,"In Progress",,,"2025-01-15T02:08:59.000","05 BROOKLYN","3040560002","BROOKLYN","1018329","183761","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67099264841068","-73.87714913434561","
,  
(40.67099264841068, -73.87714913434561)"
"63761370","2025-01-15T00:18:02.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","76-30 85 DRIVE","85 DRIVE","76 STREET","79 STREET","76 STREET","79 STREET","ADDRESS","WOODHAVEN","85 DRIVE",,"In Progress",,,,"09 QUEENS","4088440014","QUEENS","1021540","192104","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69387931452647","-73.8655276974126","
,  
(40.69387931452647, -73.8655276974126)"
"63768322","2025-01-15T00:17:48.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11385","70-24 65 PLACE","65 PLACE","70 AVENUE","CENTRAL AVENUE","70 AVENUE","CENTRAL AVENUE","ADDRESS","RIDGEWOOD","65 PLACE",,"In Progress",,,,"05 QUEENS","4036440017","QUEENS","1014685","195604","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70351221974002","-73.89023182144616","
,  
(40.70351221974002, -73.89023182144616)"
"63766935","2025-01-15T00:17:19.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Crosswalk","Street/Sidewalk","11421","74-24 JAMAICA AVENUE","JAMAICA AVENUE","ELDERT LANE","DEXTER COURT","ELDERT LANE","DEXTER COURT","ADDRESS","WOODHAVEN","JAMAICA AVENUE",,"In Progress",,,,"09 QUEENS","4088990012","QUEENS","1021029","191156","ONLINE","Unspecified","QUEENS",,,,,,,,"40.691279414945456","-73.86737559894803","
,  
(40.691279414945456, -73.86737559894803)"
"63760151","2025-01-15T00:17:06.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11419","101-43 132 STREET","132 STREET","101 AVENUE","103 AVENUE","101 AVENUE","103 AVENUE","ADDRESS","SOUTH RICHMOND HILL","132 STREET",,"In Progress",,,"2025-01-15T02:35:20.000","09 QUEENS","4095000058","QUEENS","1035593","191430","PHONE","Unspecified","QUEENS",,,,,,,,"40.691958974097794","-73.81485612734944","
,  
(40.691958974097794, -73.81485612734944)"
"63760152","2025-01-15T00:16:33.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11421","78-02 86 AVENUE","86 AVENUE","78 STREET","79 STREET","78 STREET","79 STREET","ADDRESS","WOODHAVEN","86 AVENUE",,"In Progress",,,,"09 QUEENS","4088420122","QUEENS","1021822","191920","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69337308500267","-73.86451179881202","
,  
(40.69337308500267, -73.86451179881202)"
"63761476","2025-01-15T00:16:28.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","76-24 86 AVENUE","86 AVENUE","76 STREET","78 STREET","76 STREET","78 STREET","ADDRESS","WOODHAVEN","86 AVENUE",,"In Progress",,,,"09 QUEENS","4088410119","QUEENS","1021451","191821","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69310292048112","-73.86585020468172","
,  
(40.69310292048112, -73.86585020468172)"
"63769423","2025-01-15T00:15:16.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","85-42 76 STREET","76 STREET","85 ROAD","85 DRIVE","85 ROAD","85 DRIVE","ADDRESS","WOODHAVEN","76 STREET",,"In Progress",,,,"09 QUEENS","4088390026","QUEENS","1021288","192123","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69393252329303","-73.86643633436258","
,  
(40.69393252329303, -73.86643633436258)"
"63764112","2025-01-15T00:15:14.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","76-33 85 ROAD","85 ROAD","76 STREET","79 STREET","76 STREET","79 STREET","ADDRESS","WOODHAVEN","85 ROAD",,"In Progress",,,,"09 QUEENS","4088460035","QUEENS","1021484","192353","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69456299682413","-73.86572826358262","
,  
(40.69456299682413, -73.86572826358262)"
"63760073","2025-01-15T00:14:17.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","85-14 76 STREET","76 STREET","PARK LANE SOUTH","85 ROAD","PARK LANE SOUTH","85 ROAD","ADDRESS","WOODHAVEN","76 STREET",,"In Progress",,,,"09 QUEENS","4088390013","QUEENS","1021219","192387","ONLINE","Unspecified","QUEENS",,,,,,,,"40.6946574297927","-73.86668370772158","
,  
(40.6946574297927, -73.86668370772158)"
"63765483","2025-01-15T00:14:14.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","85-01 79 STREET","79 STREET","PARK LANE SOUTH","85 ROAD","PARK LANE SOUTH","85 ROAD","ADDRESS","WOODHAVEN","79 STREET",,"In Progress",,,,"09 QUEENS","4088500050","QUEENS","1021821","192666","ONLINE","Unspecified","QUEENS",,,,,,,,"40.695420683941855","-73.86451124398931","
,  
(40.695420683941855, -73.86451124398931)"
"63764077","2025-01-15T00:14:12.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11226","221 LINDEN BOULEVARD","LINDEN BOULEVARD","ROGERS AVENUE","NOSTRAND AVENUE","ROGERS AVENUE","NOSTRAND AVENUE","ADDRESS","BROOKLYN","LINDEN BOULEVARD",,"In Progress",,,"2025-01-15T01:34:51.000","17 BROOKLYN","3050850075","BROOKLYN","997893","177038","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65259458089108","-73.95083213431944","
,  
(40.65259458089108, -73.95083213431944)"
"63764274","2025-01-15T00:13:56.000","2025-01-15T00:43:10.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11361","40-12 BELL BOULEVARD","BELL BOULEVARD","40 AVENUE","41 AVENUE","40 AVENUE","41 AVENUE","ADDRESS","BAYSIDE","BELL BOULEVARD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-15T00:43:15.000","11 QUEENS","4062370032","QUEENS","1047616","217744","ONLINE","Unspecified","QUEENS",,,,,,,,"40.764106321118824","-73.77125334303817","
,  
(40.764106321118824, -73.77125334303817)"
"63768148","2025-01-15T00:13:55.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10304","475 BAY STREET","BAY STREET","WILLIAM STREET","CONGRESS STREET","WILLIAM STREET","CONGRESS STREET","ADDRESS","STATEN ISLAND","BAY STREET",,"In Progress",,,"2025-01-15T01:34:15.000","01 STATEN ISLAND","5004887501","STATEN ISLAND","962978","169000","MOBILE","Unspecified","STATEN ISLAND",,,,,,,,"40.63051696404436","-74.07663658443259","
,  
(40.63051696404436, -74.07663658443259)"
"63761420","2025-01-15T00:13:17.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11421","85-28 79 STREET","79 STREET","85 ROAD","85 DRIVE","85 ROAD","85 DRIVE","ADDRESS","WOODHAVEN","79 STREET",,"In Progress",,,,"09 QUEENS","4088450025","QUEENS","1021884","192404","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69470128788957","-73.86428551720932","
,  
(40.69470128788957, -73.86428551720932)"
"63764037","2025-01-15T00:13:15.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","85-34 79 STREET","79 STREET","85 ROAD","85 DRIVE","85 ROAD","85 DRIVE","ADDRESS","WOODHAVEN","79 STREET",,"In Progress",,,,"09 QUEENS","4088450029","QUEENS","1021896","192361","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69458321196079","-73.86424248359516","
,  
(40.69458321196079, -73.86424248359516)"
"63768429","2025-01-15T00:13:13.000","2025-01-15T00:38:18.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10002","65 PIKE STREET","PIKE STREET","MONROE STREET","CHERRY STREET","MONROE STREET","CHERRY STREET","ADDRESS","NEW YORK","PIKE STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:38:22.000","03 MANHATTAN","1002550001","MANHATTAN","986391","198528","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.711589989672106","-73.99227724365369","
,  
(40.711589989672106, -73.99227724365369)"
"63766927","2025-01-15T00:12:51.000",,"NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","10019","750 7 AVENUE","7 AVENUE","WEST   49 STREET","WEST   50 STREET","WEST   49 STREET","WEST   50 STREET","ADDRESS","NEW YORK","7 AVENUE",,"In Progress",,,,"05 MANHATTAN","1010210026","MANHATTAN","988814","216440","MOBILE","Unspecified","MANHATTAN","Car",,,,,,,"40.760753085757045","-73.98352513961923","
,  
(40.760753085757045, -73.98352513961923)"
"63761371","2025-01-15T00:12:19.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11421","78-15 JAMAICA AVENUE","JAMAICA AVENUE","78 STREET","79 STREET","78 STREET","79 STREET","ADDRESS","WOODHAVEN","JAMAICA AVENUE",,"In Progress",,,,"09 QUEENS","4088420149","QUEENS","1022034","191381","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69189275379518","-73.86375033112878","
,  
(40.69189275379518, -73.86375033112878)"
"63764611","2025-01-15T00:12:16.000",,"NYPD","New York City Police Department","Illegal Parking","License Plate Obscured","Street/Sidewalk","11421","91-48 78 STREET","78 STREET","91 AVENUE","ROCKAWAY BOULEVARD","91 AVENUE","ROCKAWAY BOULEVARD","ADDRESS","WOODHAVEN","78 STREET",,"In Progress",,,"2025-01-15T01:53:52.000","09 QUEENS",,"QUEENS","1022393","189167","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68581430012254","-73.8624683086731","
,  
(40.68581430012254, -73.8624683086731)"
"63762807","2025-01-15T00:12:14.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","10470","69 EAST  233 STREET","EAST  233 STREET","NAPIER AVENUE","ONEIDA AVENUE","NAPIER AVENUE","ONEIDA AVENUE","ADDRESS","BRONX","EAST  233 STREET",,"In Progress",,,"2025-01-15T01:50:57.000","12 BRONX","2033650071","BRONX","1019146","265724","PHONE","Unspecified","BRONX",,,,,,,,"40.895955724045756","-73.87377819926193","
,  
(40.895955724045756, -73.87377819926193)"
"63760155","2025-01-15T00:11:41.000",,"EDC","Economic Development Corporation","Noise - Helicopter","Other","Above Address","11104","39-48 47 STREET","47 STREET","39 AVENUE","SKILLMAN AVENUE","39 AVENUE","SKILLMAN AVENUE","ADDRESS","SUNNYSIDE","47 STREET",,"In Progress",,,,"02 QUEENS","4001490053","QUEENS","1007307","211806","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74800505166298","-73.91678610390865","
,  
(40.74800505166298, -73.91678610390865)"
"63764080","2025-01-15T00:11:31.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11435","147-01 HILLSIDE AVENUE","HILLSIDE AVENUE","SUTPHIN BOULEVARD","148 STREET","SUTPHIN BOULEVARD","148 STREET","ADDRESS","JAMAICA","HILLSIDE AVENUE",,"In Progress",,,,"08 QUEENS","4097020062","QUEENS","1037043","196470","ONLINE","Unspecified","QUEENS",,,,,,,,"40.705784035042434","-73.8095879090224","
,  
(40.705784035042434, -73.8095879090224)"
"63764049","2025-01-15T00:11:25.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10463","49 WEST  225 STREET","WEST  225 STREET","EXTERIOR STREET","BROADWAY","EXTERIOR STREET","BROADWAY","ADDRESS","BRONX","WEST  225 STREET",,"In Progress",,,"2025-01-15T01:34:39.000","08 BRONX","1022150116","BRONX","1009652","257603","ONLINE","Unspecified","BRONX",,,,,,,,"40.87369857353044","-73.90814957564673","
,  
(40.87369857353044, -73.90814957564673)"
"63765472","2025-01-15T00:11:19.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Trespassing","Residential Building/House","11377","72-10 41 AVENUE","41 AVENUE","72 STREET","73 STREET","72 STREET","73 STREET","ADDRESS","WOODSIDE","41 AVENUE",,"In Progress",,,,"04 QUEENS","4013120010","QUEENS","1013908","210718","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74499909172425","-73.89296757512533","
,  
(40.74499909172425, -73.89296757512533)"
"63765703","2025-01-15T00:11:19.000","2025-01-15T00:41:20.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10023","247 WEST   61 STREET","WEST   61 STREET","AMSTERDAM AVENUE","WEST END AVENUE","AMSTERDAM AVENUE","WEST END AVENUE","ADDRESS","NEW YORK","WEST   61 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:41:25.000","07 MANHATTAN","1011540101","MANHATTAN","987661","220571","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77209213112608","-73.98768507515584","
,  
(40.77209213112608, -73.98768507515584)"
"63766924","2025-01-15T00:11:05.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11416","78-01 97 AVENUE","97 AVENUE","78 STREET","80 STREET","78 STREET","80 STREET","ADDRESS","OZONE PARK","97 AVENUE",,"In Progress",,,"2025-01-15T01:27:58.000","09 QUEENS","4090070033","QUEENS","1022958","187805","ONLINE","Unspecified","QUEENS",,,,,,,,"40.682073472720994","-73.86043892353004","
,  
(40.682073472720994, -73.86043892353004)"
"63768922","2025-01-15T00:11:03.000",,"NYPD","New York City Police Department","Illegal Parking","License Plate Obscured","Street/Sidewalk","11417","106-39 78 STREET","78 STREET","GLENMORE AVENUE","PITKIN AVENUE","GLENMORE AVENUE","PITKIN AVENUE","ADDRESS","OZONE PARK","78 STREET",,"In Progress",,,,"10 QUEENS","4091340081","QUEENS","1023342","186147","ONLINE","Unspecified","QUEENS",,,,,,,,"40.677520956962766","-73.85906403791006","
,  
(40.677520956962766, -73.85906403791006)"
"63762772","2025-01-15T00:10:42.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","10465","1653 BAY SHORE AVENUE","BAY SHORE AVENUE","AMPERE AVENUE","WATT AVENUE","AMPERE AVENUE","WATT AVENUE","ADDRESS","BRONX","BAY SHORE AVENUE",,"In Progress",,,,"10 BRONX","2054170174","BRONX","1035048","248052","ONLINE","Unspecified","BRONX",,,,,,,,"40.847374386283434","-73.81639343512732","
,  
(40.847374386283434, -73.81639343512732)"
"63762731","2025-01-15T00:10:41.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10029","50 EAST  102 STREET","EAST  102 STREET","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","EAST  102 STREET",,"In Progress",,,"2025-01-15T01:18:28.000","11 MANHATTAN","1016050024","MANHATTAN","997725","227472","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.79102393091951","-73.9513366142888","
,  
(40.79102393091951, -73.9513366142888)"
